model,researcher_name,rank,group_name,similarity,is_relevant
nmf,Min Gao 0001,1,Natural Language Processing,0.8500185808051738,False
nmf,Min Gao 0001,2,Software Engineering,0.8136363333287017,False
nmf,Min Gao 0001,3,Visualization,0.8062850393959051,False
nmf,Min Gao 0001,4,The Web & Information Retrieval,0.7800623583038997,True
nmf,Min Gao 0001,5,Human-Computer Interaction,0.7658856326302697,False
nmf,Min Gao 0001,6,Artificial Intelligence,0.7601014651429427,True
nmf,Min Gao 0001,7,Machine Learning,0.7546042420206429,False
nmf,Min Gao 0001,8,Data Mining,0.7245036402406114,True
nmf,Min Gao 0001,9,Computer Vision,0.6723369643746492,False
nmf,Min Gao 0001,10,Databases,0.6572547001788166,True
nmf,Min Gao 0001,11,Robotics,0.6195022719749977,False
nmf,Min Gao 0001,12,Computer Graphics,0.48917080833266363,False
nmf,Min Zhang 0006,1,Software Engineering,0.7913482902948392,False
nmf,Min Zhang 0006,2,Natural Language Processing,0.7850754677391559,True
nmf,Min Zhang 0006,3,The Web & Information Retrieval,0.7560262721817221,True
nmf,Min Zhang 0006,4,Visualization,0.726738690967125,False
nmf,Min Zhang 0006,5,Data Mining,0.6746203544264116,True
nmf,Min Zhang 0006,6,Human-Computer Interaction,0.653811933009045,True
nmf,Min Zhang 0006,7,Databases,0.6484672472070218,False
nmf,Min Zhang 0006,8,Artificial Intelligence,0.629695526397378,True
nmf,Min Zhang 0006,9,Machine Learning,0.6017681964308277,False
nmf,Min Zhang 0006,10,Computer Vision,0.5447245224742602,False
nmf,Min Zhang 0006,11,Robotics,0.48129713046027955,False
nmf,Min Zhang 0006,12,Computer Graphics,0.3596106665586332,False
nmf,Ming C. Lin,1,Robotics,0.9514863352651395,True
nmf,Ming C. Lin,2,Computer Graphics,0.906612013648873,True
nmf,Ming C. Lin,3,Computer Vision,0.8739448435938776,True
nmf,Ming C. Lin,4,Human-Computer Interaction,0.8688335400348678,False
nmf,Ming C. Lin,5,Machine Learning,0.8258600480217041,True
nmf,Ming C. Lin,6,Artificial Intelligence,0.8118194545735343,True
nmf,Ming C. Lin,7,Visualization,0.7890046528844344,False
nmf,Ming C. Lin,8,Data Mining,0.6839782634467704,False
nmf,Ming C. Lin,9,The Web & Information Retrieval,0.6607387611690503,False
nmf,Ming C. Lin,10,Natural Language Processing,0.6589171142093132,False
nmf,Ming C. Lin,11,Databases,0.6524908578804124,False
nmf,Ming C. Lin,12,Software Engineering,0.6475780204140535,False
nmf,Ming Yin 0001,1,Natural Language Processing,0.7414019751299047,True
nmf,Ming Yin 0001,2,Software Engineering,0.7143828778618283,False
nmf,Ming Yin 0001,3,Visualization,0.6754539650650871,False
nmf,Ming Yin 0001,4,Human-Computer Interaction,0.6584616780619458,False
nmf,Ming Yin 0001,5,The Web & Information Retrieval,0.6492013346351105,True
nmf,Ming Yin 0001,6,Artificial Intelligence,0.5870562624626794,True
nmf,Ming Yin 0001,7,Machine Learning,0.5704658120815174,True
nmf,Ming Yin 0001,8,Data Mining,0.5621509190166154,False
nmf,Ming Yin 0001,9,Robotics,0.542891585135346,False
nmf,Ming Yin 0001,10,Computer Vision,0.5068340732749089,False
nmf,Ming Yin 0001,11,Databases,0.5054226262534138,False
nmf,Ming Yin 0001,12,Computer Graphics,0.3090444419941082,False
nmf,Ming-Hsuan Yang 0001,1,Computer Vision,0.7552012637747092,True
nmf,Ming-Hsuan Yang 0001,2,Artificial Intelligence,0.6928607701359932,True
nmf,Ming-Hsuan Yang 0001,3,Computer Graphics,0.6925385501805918,True
nmf,Ming-Hsuan Yang 0001,4,Machine Learning,0.6881194592626394,True
nmf,Ming-Hsuan Yang 0001,5,Human-Computer Interaction,0.6829265113826657,True
nmf,Ming-Hsuan Yang 0001,6,Robotics,0.6562185040293221,False
nmf,Ming-Hsuan Yang 0001,7,Natural Language Processing,0.6419671917956933,True
nmf,Ming-Hsuan Yang 0001,8,Visualization,0.6388323590400307,False
nmf,Ming-Hsuan Yang 0001,9,The Web & Information Retrieval,0.59791244070145,False
nmf,Ming-Hsuan Yang 0001,10,Software Engineering,0.5857528705710064,False
nmf,Ming-Hsuan Yang 0001,11,Data Mining,0.5853529386635773,False
nmf,Ming-Hsuan Yang 0001,12,Databases,0.5467725455877255,False
nmf,Minglun Gong,1,Computer Graphics,0.8127507143306612,True
nmf,Minglun Gong,2,Computer Vision,0.6089690234771634,True
nmf,Minglun Gong,3,Robotics,0.5715719137665218,False
nmf,Minglun Gong,4,Human-Computer Interaction,0.5502216843941601,False
nmf,Minglun Gong,5,Visualization,0.5351734666758905,False
nmf,Minglun Gong,6,Machine Learning,0.5074420670342186,True
nmf,Minglun Gong,7,Artificial Intelligence,0.4864629122176076,True
nmf,Minglun Gong,8,Natural Language Processing,0.4042299246364355,False
nmf,Minglun Gong,9,Software Engineering,0.39794407199436554,False
nmf,Minglun Gong,10,Data Mining,0.37904907324589465,False
nmf,Minglun Gong,11,The Web & Information Retrieval,0.36999381173089185,False
nmf,Minglun Gong,12,Databases,0.33118280136184247,False
nmf,Mingming Fan 0001,1,Robotics,0.8717819857020499,False
nmf,Mingming Fan 0001,2,Human-Computer Interaction,0.8250362164793358,True
nmf,Mingming Fan 0001,3,Visualization,0.7392508804565138,True
nmf,Mingming Fan 0001,4,Artificial Intelligence,0.6852499203014644,False
nmf,Mingming Fan 0001,5,Machine Learning,0.6806514464495954,False
nmf,Mingming Fan 0001,6,Computer Vision,0.6737447242162992,True
nmf,Mingming Fan 0001,7,Software Engineering,0.6643848243843405,False
nmf,Mingming Fan 0001,8,Natural Language Processing,0.658828810705594,False
nmf,Mingming Fan 0001,9,The Web & Information Retrieval,0.6366561350479776,False
nmf,Mingming Fan 0001,10,Computer Graphics,0.614317965308284,False
nmf,Mingming Fan 0001,11,Data Mining,0.6034350950729991,False
nmf,Mingming Fan 0001,12,Databases,0.5735664605101586,False
nmf,Mingyi He,1,Computer Vision,0.7028214130545032,True
nmf,Mingyi He,2,Machine Learning,0.6894437418370177,False
nmf,Mingyi He,3,Artificial Intelligence,0.6759980103140584,True
nmf,Mingyi He,4,Data Mining,0.6370389720236076,False
nmf,Mingyi He,5,Databases,0.6026205317391727,False
nmf,Mingyi He,6,Visualization,0.5900641664615875,False
nmf,Mingyi He,7,Natural Language Processing,0.5825169435451301,False
nmf,Mingyi He,8,Software Engineering,0.5740711296371617,False
nmf,Mingyi He,9,The Web & Information Retrieval,0.5659983093583516,False
nmf,Mingyi He,10,Human-Computer Interaction,0.5598367191026294,False
nmf,Mingyi He,11,Robotics,0.5384636232224523,False
nmf,Mingyi He,12,Computer Graphics,0.5349142223350586,False
nmf,Minhao Cheng,1,Human-Computer Interaction,0.701658657178081,False
nmf,Minhao Cheng,2,Visualization,0.6653362137820309,False
nmf,Minhao Cheng,3,Computer Vision,0.6596500879692342,True
nmf,Minhao Cheng,4,Natural Language Processing,0.6496481198460905,True
nmf,Minhao Cheng,5,Machine Learning,0.6439824188517262,True
nmf,Minhao Cheng,6,Artificial Intelligence,0.6415349252883209,True
nmf,Minhao Cheng,7,Computer Graphics,0.6378867101815138,False
nmf,Minhao Cheng,8,Software Engineering,0.6080924998187438,False
nmf,Minhao Cheng,9,Robotics,0.5864784207207586,False
nmf,Minhao Cheng,10,The Web & Information Retrieval,0.5635644570227782,False
nmf,Minhao Cheng,11,Data Mining,0.5410030027263166,True
nmf,Minhao Cheng,12,Databases,0.45403513636934706,False
nmf,Minjing Dong,1,Computer Vision,0.9340552965110713,True
nmf,Minjing Dong,2,Machine Learning,0.9250082956106799,True
nmf,Minjing Dong,3,Artificial Intelligence,0.9236545224044856,True
nmf,Minjing Dong,4,Natural Language Processing,0.9047734112667956,False
nmf,Minjing Dong,5,Visualization,0.8972564472636027,False
nmf,Minjing Dong,6,Software Engineering,0.879915299661111,False
nmf,Minjing Dong,7,Human-Computer Interaction,0.8692308131091455,False
nmf,Minjing Dong,8,Data Mining,0.8651159752487766,False
nmf,Minjing Dong,9,The Web & Information Retrieval,0.8503231580651596,False
nmf,Minjing Dong,10,Databases,0.7999099936922381,False
nmf,Minjing Dong,11,Computer Graphics,0.7614095844582076,False
nmf,Minjing Dong,12,Robotics,0.7575076674298241,False
nmf,Mirella Lapata,1,Natural Language Processing,0.9648085293464013,True
nmf,Mirella Lapata,2,Software Engineering,0.9402963774761006,False
nmf,Mirella Lapata,3,Visualization,0.9013693042301393,False
nmf,Mirella Lapata,4,The Web & Information Retrieval,0.888426669325876,False
nmf,Mirella Lapata,5,Artificial Intelligence,0.8751154411111711,True
nmf,Mirella Lapata,6,Machine Learning,0.8639765853700134,True
nmf,Mirella Lapata,7,Data Mining,0.8535767394689928,False
nmf,Mirella Lapata,8,Human-Computer Interaction,0.8473243110307154,False
nmf,Mirella Lapata,9,Computer Vision,0.8226350649932501,False
nmf,Mirella Lapata,10,Databases,0.7893192135879614,False
nmf,Mirella Lapata,11,Robotics,0.6937632844601015,False
nmf,Mirella Lapata,12,Computer Graphics,0.5657438701910308,False
nmf,Mohamed Elhoseiny,1,Natural Language Processing,0.9098930569297634,True
nmf,Mohamed Elhoseiny,2,Visualization,0.8744975363650365,False
nmf,Mohamed Elhoseiny,3,Human-Computer Interaction,0.871272224581793,False
nmf,Mohamed Elhoseiny,4,Software Engineering,0.8650730179350731,False
nmf,Mohamed Elhoseiny,5,Artificial Intelligence,0.8585424420049388,True
nmf,Mohamed Elhoseiny,6,Computer Vision,0.8574135150565054,True
nmf,Mohamed Elhoseiny,7,Machine Learning,0.8463975662587024,True
nmf,Mohamed Elhoseiny,8,The Web & Information Retrieval,0.833450635967663,False
nmf,Mohamed Elhoseiny,9,Data Mining,0.7869238256219002,False
nmf,Mohamed Elhoseiny,10,Robotics,0.7442766150502497,True
nmf,Mohamed Elhoseiny,11,Databases,0.7219264835427575,False
nmf,Mohamed Elhoseiny,12,Computer Graphics,0.7072870704878449,False
nmf,Mohit Iyyer,1,Natural Language Processing,0.9133304491521175,True
nmf,Mohit Iyyer,2,Software Engineering,0.8794809837124007,False
nmf,Mohit Iyyer,3,Visualization,0.8280884460210998,False
nmf,Mohit Iyyer,4,The Web & Information Retrieval,0.8264730205263815,True
nmf,Mohit Iyyer,5,Artificial Intelligence,0.7806997990552327,True
nmf,Mohit Iyyer,6,Data Mining,0.7663405915101487,False
nmf,Mohit Iyyer,7,Machine Learning,0.7654599619783249,True
nmf,Mohit Iyyer,8,Human-Computer Interaction,0.7648846950588325,False
nmf,Mohit Iyyer,9,Computer Vision,0.7145590940023939,True
nmf,Mohit Iyyer,10,Databases,0.6996095281710031,False
nmf,Mohit Iyyer,11,Robotics,0.5809599278536467,False
nmf,Mohit Iyyer,12,Computer Graphics,0.47654639576317714,False
nmf,Monica Agrawal,1,Natural Language Processing,0.90756057588442,True
nmf,Monica Agrawal,2,Software Engineering,0.8969596411088918,False
nmf,Monica Agrawal,3,The Web & Information Retrieval,0.8521102262626269,False
nmf,Monica Agrawal,4,Visualization,0.8172213707906885,False
nmf,Monica Agrawal,5,Data Mining,0.7948876098374139,False
nmf,Monica Agrawal,6,Artificial Intelligence,0.7613451036615373,False
nmf,Monica Agrawal,7,Databases,0.7484685106841724,False
nmf,Monica Agrawal,8,Machine Learning,0.740031198554833,True
nmf,Monica Agrawal,9,Human-Computer Interaction,0.7227976617914244,True
nmf,Monica Agrawal,10,Computer Vision,0.6747070751390697,False
nmf,Monica Agrawal,11,Robotics,0.524086422393462,False
nmf,Monica Agrawal,12,Computer Graphics,0.40713894259646954,False
nmf,Mubbasir Kapadia,1,Databases,0.838214343138439,False
nmf,Mubbasir Kapadia,2,Data Mining,0.7936223610025803,False
nmf,Mubbasir Kapadia,3,The Web & Information Retrieval,0.7334535987140045,False
nmf,Mubbasir Kapadia,4,Artificial Intelligence,0.7167070244102169,True
nmf,Mubbasir Kapadia,5,Machine Learning,0.708352556516304,True
nmf,Mubbasir Kapadia,6,Computer Vision,0.6989617903258926,True
nmf,Mubbasir Kapadia,7,Visualization,0.696113101826592,False
nmf,Mubbasir Kapadia,8,Software Engineering,0.6708751468588423,False
nmf,Mubbasir Kapadia,9,Human-Computer Interaction,0.6359202487403242,False
nmf,Mubbasir Kapadia,10,Computer Graphics,0.6291052581338639,False
nmf,Mubbasir Kapadia,11,Robotics,0.6072332519278083,False
nmf,Mubbasir Kapadia,12,Natural Language Processing,0.5897390587302762,True
nmf,Muhao Chen 0001,1,Natural Language Processing,0.7914938284776204,True
nmf,Muhao Chen 0001,2,Software Engineering,0.7565157574001726,True
nmf,Muhao Chen 0001,3,The Web & Information Retrieval,0.7010005304101611,True
nmf,Muhao Chen 0001,4,Visualization,0.6868077483067299,False
nmf,Muhao Chen 0001,5,Data Mining,0.6223052380968463,True
nmf,Muhao Chen 0001,6,Artificial Intelligence,0.6159204144917622,True
nmf,Muhao Chen 0001,7,Human-Computer Interaction,0.601368617665558,False
nmf,Muhao Chen 0001,8,Machine Learning,0.6012523457703699,True
nmf,Muhao Chen 0001,9,Databases,0.5622062291948167,True
nmf,Muhao Chen 0001,10,Computer Vision,0.519757141414372,True
nmf,Muhao Chen 0001,11,Robotics,0.41846677197663756,False
nmf,Muhao Chen 0001,12,Computer Graphics,0.285648478261901,False
nmf,Muyun Yang,1,Human-Computer Interaction,0.571344784861915,False
nmf,Muyun Yang,2,Natural Language Processing,0.5686648433076185,True
nmf,Muyun Yang,3,Visualization,0.5477197967124308,False
nmf,Muyun Yang,4,Computer Vision,0.5404322054595003,False
nmf,Muyun Yang,5,Software Engineering,0.5250004903523325,False
nmf,Muyun Yang,6,Artificial Intelligence,0.5238259638105389,True
nmf,Muyun Yang,7,Machine Learning,0.5186595130496341,False
nmf,Muyun Yang,8,Computer Graphics,0.5037900690661794,False
nmf,Muyun Yang,9,The Web & Information Retrieval,0.4781542710443225,False
nmf,Muyun Yang,10,Data Mining,0.4463300899741992,False
nmf,Muyun Yang,11,Robotics,0.4202906968129182,False
nmf,Muyun Yang,12,Databases,0.36357439749027215,False
nmf,Najoung Kim,1,Natural Language Processing,0.8004351237472322,True
nmf,Najoung Kim,2,Software Engineering,0.7769811826256956,False
nmf,Najoung Kim,3,Visualization,0.7375650261824122,False
nmf,Najoung Kim,4,The Web & Information Retrieval,0.7290358887137953,False
nmf,Najoung Kim,5,Human-Computer Interaction,0.6940636028569087,False
nmf,Najoung Kim,6,Artificial Intelligence,0.6550236772377654,True
nmf,Najoung Kim,7,Data Mining,0.6469752915201774,False
nmf,Najoung Kim,8,Machine Learning,0.6380757120075374,True
nmf,Najoung Kim,9,Databases,0.594140057357314,False
nmf,Najoung Kim,10,Computer Vision,0.5645077150135013,False
nmf,Najoung Kim,11,Robotics,0.5471460474346521,False
nmf,Najoung Kim,12,Computer Graphics,0.3696443523728511,False
nmf,Nathan Srebro,1,Machine Learning,0.6370443021897756,True
nmf,Nathan Srebro,2,Artificial Intelligence,0.6088408600306935,False
nmf,Nathan Srebro,3,Data Mining,0.5773951615733708,False
nmf,Nathan Srebro,4,Databases,0.5575641762744348,False
nmf,Nathan Srebro,5,The Web & Information Retrieval,0.530169639456804,False
nmf,Nathan Srebro,6,Visualization,0.5276251747311341,False
nmf,Nathan Srebro,7,Computer Vision,0.5198611900799922,False
nmf,Nathan Srebro,8,Natural Language Processing,0.5044914935182472,False
nmf,Nathan Srebro,9,Software Engineering,0.47647943905974766,False
nmf,Nathan Srebro,10,Robotics,0.47007546954034307,False
nmf,Nathan Srebro,11,Human-Computer Interaction,0.463228233725082,False
nmf,Nathan Srebro,12,Computer Graphics,0.37965686035018587,False
nmf,Nezihe Merve Gürel,1,Machine Learning,0.6494512111026199,True
nmf,Nezihe Merve Gürel,2,Data Mining,0.6439604936303012,True
nmf,Nezihe Merve Gürel,3,Artificial Intelligence,0.6417246388545648,False
nmf,Nezihe Merve Gürel,4,Computer Vision,0.6387396000966177,False
nmf,Nezihe Merve Gürel,5,Databases,0.6315013139348652,True
nmf,Nezihe Merve Gürel,6,The Web & Information Retrieval,0.5740323639270785,False
nmf,Nezihe Merve Gürel,7,Software Engineering,0.5699000044872069,False
nmf,Nezihe Merve Gürel,8,Natural Language Processing,0.5628592511993946,False
nmf,Nezihe Merve Gürel,9,Visualization,0.5560311047663639,False
nmf,Nezihe Merve Gürel,10,Human-Computer Interaction,0.5019741664668195,False
nmf,Nezihe Merve Gürel,11,Robotics,0.48093547277098864,False
nmf,Nezihe Merve Gürel,12,Computer Graphics,0.42346270828313415,False
nmf,Nguyen Hoang Tran,1,Computer Vision,0.7298928218195438,True
nmf,Nguyen Hoang Tran,2,Machine Learning,0.687514487346103,True
nmf,Nguyen Hoang Tran,3,Artificial Intelligence,0.6844449026169953,False
nmf,Nguyen Hoang Tran,4,Human-Computer Interaction,0.6666578615700612,False
nmf,Nguyen Hoang Tran,5,Computer Graphics,0.6542420664373985,False
nmf,Nguyen Hoang Tran,6,Visualization,0.6492684151181725,False
nmf,Nguyen Hoang Tran,7,Natural Language Processing,0.6346765609478567,False
nmf,Nguyen Hoang Tran,8,Software Engineering,0.6125915377568396,False
nmf,Nguyen Hoang Tran,9,Data Mining,0.6122354728133785,False
nmf,Nguyen Hoang Tran,10,The Web & Information Retrieval,0.582060607092895,False
nmf,Nguyen Hoang Tran,11,Robotics,0.5618208401631036,False
nmf,Nguyen Hoang Tran,12,Databases,0.5434566246951779,False
nmf,Ni Trieu,1,Data Mining,0.8317848639799527,False
nmf,Ni Trieu,2,Databases,0.824547072721334,True
nmf,Ni Trieu,3,Machine Learning,0.8244709190956624,False
nmf,Ni Trieu,4,Artificial Intelligence,0.8203964941067442,False
nmf,Ni Trieu,5,Computer Vision,0.777246313428342,False
nmf,Ni Trieu,6,The Web & Information Retrieval,0.7770780817784688,False
nmf,Ni Trieu,7,Software Engineering,0.7609015238564962,False
nmf,Ni Trieu,8,Visualization,0.7572930359382735,False
nmf,Ni Trieu,9,Natural Language Processing,0.7432253892267239,False
nmf,Ni Trieu,10,Human-Computer Interaction,0.7004923814530196,False
nmf,Ni Trieu,11,Robotics,0.6738137849215727,False
nmf,Ni Trieu,12,Computer Graphics,0.5378580842687513,False
nmf,Nicholas Diakopoulos,1,Software Engineering,0.7447584398125293,False
nmf,Nicholas Diakopoulos,2,Human-Computer Interaction,0.7245898575324599,False
nmf,Nicholas Diakopoulos,3,Natural Language Processing,0.7229249935266783,False
nmf,Nicholas Diakopoulos,4,Visualization,0.721278540441739,True
nmf,Nicholas Diakopoulos,5,The Web & Information Retrieval,0.7187182576963691,False
nmf,Nicholas Diakopoulos,6,Robotics,0.6583642866642107,False
nmf,Nicholas Diakopoulos,7,Data Mining,0.6550417611978809,False
nmf,Nicholas Diakopoulos,8,Databases,0.6425124615337902,False
nmf,Nicholas Diakopoulos,9,Artificial Intelligence,0.638766663662041,False
nmf,Nicholas Diakopoulos,10,Machine Learning,0.6148186919327348,False
nmf,Nicholas Diakopoulos,11,Computer Vision,0.5481703421848999,False
nmf,Nicholas Diakopoulos,12,Computer Graphics,0.36598184463372363,False
nmf,Nicola Gatti 0001,1,Machine Learning,0.3730764205234531,True
nmf,Nicola Gatti 0001,2,Artificial Intelligence,0.34113445140984383,True
nmf,Nicola Gatti 0001,3,Data Mining,0.2913981398681174,True
nmf,Nicola Gatti 0001,4,Visualization,0.28118991151892203,False
nmf,Nicola Gatti 0001,5,The Web & Information Retrieval,0.2706079998298965,True
nmf,Nicola Gatti 0001,6,Databases,0.26829553660788147,False
nmf,Nicola Gatti 0001,7,Robotics,0.264722994452864,False
nmf,Nicola Gatti 0001,8,Natural Language Processing,0.26095568053981716,False
nmf,Nicola Gatti 0001,9,Computer Vision,0.24041883400634623,False
nmf,Nicola Gatti 0001,10,Human-Computer Interaction,0.23937220526993733,False
nmf,Nicola Gatti 0001,11,Software Engineering,0.21444321751498757,False
nmf,Nicola Gatti 0001,12,Computer Graphics,0.1821828413451464,False
nmf,Nicolas Loizou,1,Machine Learning,0.5525472230965344,True
nmf,Nicolas Loizou,2,Artificial Intelligence,0.5246649572560681,False
nmf,Nicolas Loizou,3,Data Mining,0.5037234584778953,False
nmf,Nicolas Loizou,4,Databases,0.49268721571945695,False
nmf,Nicolas Loizou,5,The Web & Information Retrieval,0.45885499740065605,False
nmf,Nicolas Loizou,6,Visualization,0.4448207766141923,False
nmf,Nicolas Loizou,7,Computer Vision,0.4223634852432453,False
nmf,Nicolas Loizou,8,Natural Language Processing,0.4190164125616545,False
nmf,Nicolas Loizou,9,Software Engineering,0.3940817723173166,False
nmf,Nicolas Loizou,10,Robotics,0.3935478270927776,False
nmf,Nicolas Loizou,11,Human-Computer Interaction,0.38064930642583406,False
nmf,Nicolas Loizou,12,Computer Graphics,0.29862729780339115,False
nmf,Niko Sünderhauf,1,Robotics,0.5975035931339889,True
nmf,Niko Sünderhauf,2,Human-Computer Interaction,0.42747473889550053,False
nmf,Niko Sünderhauf,3,Computer Graphics,0.26502486934381925,False
nmf,Niko Sünderhauf,4,Computer Vision,0.2632783559679842,True
nmf,Niko Sünderhauf,5,Visualization,0.25984379330167867,False
nmf,Niko Sünderhauf,6,Machine Learning,0.24284423679459138,False
nmf,Niko Sünderhauf,7,Artificial Intelligence,0.23964775883820572,False
nmf,Niko Sünderhauf,8,Software Engineering,0.16924518284969645,False
nmf,Niko Sünderhauf,9,Natural Language Processing,0.1666911535101711,False
nmf,Niko Sünderhauf,10,The Web & Information Retrieval,0.13688712689258853,False
nmf,Niko Sünderhauf,11,Data Mining,0.12692290683410834,False
nmf,Niko Sünderhauf,12,Databases,0.11160748346257772,False
nmf,Nima Anari,1,Machine Learning,0.5055769903506409,True
nmf,Nima Anari,2,Human-Computer Interaction,0.5022952611117533,False
nmf,Nima Anari,3,Computer Graphics,0.4974868649908497,False
nmf,Nima Anari,4,Artificial Intelligence,0.49556559703784414,False
nmf,Nima Anari,5,Computer Vision,0.49243705058067255,False
nmf,Nima Anari,6,Visualization,0.47834382848521423,False
nmf,Nima Anari,7,Natural Language Processing,0.4528136272309156,False
nmf,Nima Anari,8,Data Mining,0.4134389115759387,False
nmf,Nima Anari,9,Software Engineering,0.4128447518450875,False
nmf,Nima Anari,10,The Web & Information Retrieval,0.40939132131046974,False
nmf,Nima Anari,11,Robotics,0.4073499546045378,False
nmf,Nima Anari,12,Databases,0.34572232060696756,False
nmf,Ningyi Xu,1,Natural Language Processing,0.8988825061560498,True
nmf,Ningyi Xu,2,Software Engineering,0.8938453890132532,False
nmf,Ningyi Xu,3,The Web & Information Retrieval,0.8557798181439218,False
nmf,Ningyi Xu,4,Data Mining,0.8526606146506936,False
nmf,Ningyi Xu,5,Visualization,0.8467308097686774,False
nmf,Ningyi Xu,6,Artificial Intelligence,0.843759413401351,False
nmf,Ningyi Xu,7,Machine Learning,0.8362494548111689,True
nmf,Ningyi Xu,8,Databases,0.8095081720609438,False
nmf,Ningyi Xu,9,Computer Vision,0.8066087001047463,True
nmf,Ningyi Xu,10,Human-Computer Interaction,0.7601293977295519,False
nmf,Ningyi Xu,11,Robotics,0.6277186508437257,True
nmf,Ningyi Xu,12,Computer Graphics,0.5476748879383867,False
nmf,Nir Yosef,1,Machine Learning,0.8379340697820202,True
nmf,Nir Yosef,2,Artificial Intelligence,0.8278521157029978,False
nmf,Nir Yosef,3,Natural Language Processing,0.8116954406102235,False
nmf,Nir Yosef,4,Data Mining,0.7963625390555011,False
nmf,Nir Yosef,5,Software Engineering,0.7857480939075631,False
nmf,Nir Yosef,6,Visualization,0.775275476098977,False
nmf,Nir Yosef,7,Computer Vision,0.7740150764999646,False
nmf,Nir Yosef,8,The Web & Information Retrieval,0.7696847646942894,False
nmf,Nir Yosef,9,Databases,0.7497468011652735,False
nmf,Nir Yosef,10,Human-Computer Interaction,0.7138042090442005,False
nmf,Nir Yosef,11,Robotics,0.6555998742620612,False
nmf,Nir Yosef,12,Computer Graphics,0.5032603229586705,False
nmf,Nitesh V. Chawla,1,Databases,0.7920747974510189,False
nmf,Nitesh V. Chawla,2,The Web & Information Retrieval,0.7175582821479927,True
nmf,Nitesh V. Chawla,3,Data Mining,0.717409595909011,True
nmf,Nitesh V. Chawla,4,Software Engineering,0.6464197670959297,False
nmf,Nitesh V. Chawla,5,Visualization,0.5749373619209708,True
nmf,Nitesh V. Chawla,6,Natural Language Processing,0.5447650875336125,True
nmf,Nitesh V. Chawla,7,Artificial Intelligence,0.5379715105896417,True
nmf,Nitesh V. Chawla,8,Machine Learning,0.5016044532163628,True
nmf,Nitesh V. Chawla,9,Human-Computer Interaction,0.4650813286050335,True
nmf,Nitesh V. Chawla,10,Computer Vision,0.42489755273644425,False
nmf,Nitesh V. Chawla,11,Robotics,0.3382425727480769,False
nmf,Nitesh V. Chawla,12,Computer Graphics,0.26965148873722355,False
nmf,Nuno Vasconcelos,1,Computer Vision,0.9287176427174237,True
nmf,Nuno Vasconcelos,2,Machine Learning,0.8853363592393937,True
nmf,Nuno Vasconcelos,3,Artificial Intelligence,0.8774597157296475,False
nmf,Nuno Vasconcelos,4,Computer Graphics,0.8268451395872727,False
nmf,Nuno Vasconcelos,5,Human-Computer Interaction,0.8192523538515708,False
nmf,Nuno Vasconcelos,6,Visualization,0.8146489167421335,False
nmf,Nuno Vasconcelos,7,Data Mining,0.7940961288709112,False
nmf,Nuno Vasconcelos,8,Natural Language Processing,0.7795341073317941,False
nmf,Nuno Vasconcelos,9,Robotics,0.7731701135993324,False
nmf,Nuno Vasconcelos,10,Software Engineering,0.7554789199041287,False
nmf,Nuno Vasconcelos,11,The Web & Information Retrieval,0.7529706989753181,False
nmf,Nuno Vasconcelos,12,Databases,0.7436565109537253,False
nmf,Oliver Brock,1,Robotics,0.7607952261038248,True
nmf,Oliver Brock,2,Human-Computer Interaction,0.5933677791824108,False
nmf,Oliver Brock,3,Computer Graphics,0.4779278317671676,False
nmf,Oliver Brock,4,Computer Vision,0.4598979539090872,False
nmf,Oliver Brock,5,Visualization,0.4356853822108974,False
nmf,Oliver Brock,6,Machine Learning,0.4291502786805782,False
nmf,Oliver Brock,7,Artificial Intelligence,0.4204359899489598,False
nmf,Oliver Brock,8,Natural Language Processing,0.318174435713165,False
nmf,Oliver Brock,9,Software Engineering,0.3178731151106506,False
nmf,Oliver Brock,10,The Web & Information Retrieval,0.29011867619459486,False
nmf,Oliver Brock,11,Data Mining,0.28946088701161554,False
nmf,Oliver Brock,12,Databases,0.2656486884610295,False
nmf,Otmar Hilliges,1,Computer Graphics,0.93975435370663,True
nmf,Otmar Hilliges,2,Robotics,0.7936076328233374,True
nmf,Otmar Hilliges,3,Computer Vision,0.7229908491279426,True
nmf,Otmar Hilliges,4,Human-Computer Interaction,0.7128770218633336,True
nmf,Otmar Hilliges,5,Visualization,0.6083183795083407,False
nmf,Otmar Hilliges,6,Machine Learning,0.6018804493824246,True
nmf,Otmar Hilliges,7,Artificial Intelligence,0.583309430813415,False
nmf,Otmar Hilliges,8,Natural Language Processing,0.4433050710667658,False
nmf,Otmar Hilliges,9,Software Engineering,0.4273673181734481,False
nmf,Otmar Hilliges,10,Data Mining,0.4205025831041438,False
nmf,Otmar Hilliges,11,The Web & Information Retrieval,0.41120966174869744,False
nmf,Otmar Hilliges,12,Databases,0.3704555137190432,False
nmf,Pablo Barceló,1,Databases,0.8436542368379518,False
nmf,Pablo Barceló,2,Data Mining,0.7685820192841798,False
nmf,Pablo Barceló,3,The Web & Information Retrieval,0.7554770604824788,False
nmf,Pablo Barceló,4,Software Engineering,0.6815704140286631,False
nmf,Pablo Barceló,5,Visualization,0.6059008071545254,False
nmf,Pablo Barceló,6,Artificial Intelligence,0.586875396406483,True
nmf,Pablo Barceló,7,Natural Language Processing,0.5802129586349155,False
nmf,Pablo Barceló,8,Machine Learning,0.5533241913150364,True
